Timestamp (ms),Wrist Gyroscope X (deg/s),Wrist Gyroscope Y (deg/s),Wrist Gyroscope Z (deg/s),Wrist Accelerometer X (g),Wrist Accelerometer Y (g),Wrist Accelerometer Z (g),Wrist Roll (deg),Wrist Pitch (deg),Wrist Yaw (deg),Arm Gyroscope X (deg/s),Arm Gyroscope Y (deg/s),Arm Gyroscope Z (deg/s),Arm Accelerometer X (g),Arm Accelerometer Y (g),Arm Accelerometer Z (g),Arm Roll (deg),Arm Pitch (deg),Arm Yaw (deg),Wrist Gyroscope Magnitude (deg/s),Wrist Accelerometer Magnitude (g),Arm Gyroscope Magnitude (deg/s),Arm Accelerometer Magnitude (g),Difference Roll (deg),Difference Pitch (deg),Difference Yaw (deg)
0.0,14.011639595031738,6.38829517364502,0.0397763848304748,-0.9403461217880248,0.2091434746980667,0.2232141196727752,37.89715576171875,67.85049438476562,-81.8524169921875,7.921706676483154,-4.382632255554199,0.8621300458908081,-0.9881819486618042,0.1181805357336998,0.0182561911642551,75.54946899414062,79.97319793701172,-41.80649948120117,15.399283799172856,0.9888459763744056,9.094183326263527,0.9953911247359856,37.65231323242188,12.122703552246094,40.04591751098633
10.104,13.720856189727783,7.34635066986084,-0.5553289353847504,-0.9357821345329284,0.2040523216128349,0.2183304205536842,38.15514945983887,67.94682312011719,-81.68064498901367,8.649925947189331,-4.008370399475098,1.0753957629203796,-0.9861105680465698,0.1234481893479823,0.0169959375634788,75.49253463745117,79.96483993530273,-41.98018455505371,15.61566229721287,0.9823554341499108,9.617027585878397,0.9939687991992224,37.33738517761231,12.018016815185549,39.70046043395996
39.912000000000006,13.452637354532875,7.994551022847493,-1.3341546654701233,-0.935411810874939,0.2073503732681274,0.2222383866707483,38.39849726359049,68.05065663655598,-81.52371978759766,9.026082515716553,-3.628362496693929,0.935815433661143,-0.9818095366160074,0.1378248458107312,0.0165835178146759,75.47103373209636,79.95456186930339,-42.1174685160319,15.800891326933773,0.9835892659773764,9.815199706168396,0.991808002115578,37.07253646850586,11.903905232747396,39.40625127156576
50.091,12.693825006484984,8.634274005889893,-1.94543032348156,-0.9340949505567552,0.2111261636018752,0.2229886539280414,38.631388664245605,68.16289710998535,-81.3679027557373,8.227275490760803,-3.345588207244873,0.6093283444643021,-0.9798001796007156,0.1476199906319379,0.0150013803504406,75.44809150695801,79.94810485839844,-42.23653984069824,15.67640303156358,0.9833272146329208,8.949877741642673,0.991301475918961,36.8167028427124,11.785207748413086,39.13136291503906
72.91,11.464091110229491,9.12360668182373,-2.325297486782074,-0.9335013508796692,0.2150458574295043,0.2257650077342987,38.84777679443359,68.278173828125,-81.21093292236328,7.418519401550293,-2.74331619143486,0.2712944149971008,-0.976438307762146,0.1500203356146812,0.01291880980134,75.46186218261718,79.95002746582031,-42.30535736083984,15.227446760568576,0.9842814928361684,8.026656071938712,0.98826940275741,36.6140853881836,11.671853637695312,38.90557556152344
93.817,9.398542404174805,9.944517135620115,-3.004019927978516,-0.9317286729812622,0.2149216800928115,0.226427537202835,39.27353210449219,68.50264282226563,-80.89513397216797,6.559495210647583,-1.6530328929424285,-0.3767600178718567,-0.9707399010658264,0.1535004794597625,0.0081096905283629,75.5067352294922,79.96209869384765,-42.43120498657227,14.470684078772388,0.982721994207746,7.101127498654764,0.9830385948378796,36.233203125,11.459455871582032,38.4639289855957
109.979,7.418427562713623,10.141231727600095,-3.621154451370239,-0.9340625405311584,0.220104482769966,0.2277618080377578,39.64872589111328,68.73314208984375,-80.59703369140625,5.721588945388794,-0.3577114284038544,-0.9523534655570984,-0.9675475001335144,0.1611836582422256,0.0051417985465377,75.67577819824218,79.98753051757812,-42.41222076416015,13.464539958085568,0.9863511912706802,6.298345460912306,0.9810090448617096,36.027052307128905,11.254388427734376,38.18481292724609
132.53,5.650617599487305,9.979431533813475,-3.993395757675171,-0.9348864674568176,0.2227722883224487,0.2276931911706924,39.973664093017575,68.96243133544922,-80.32122039794922,4.179933691024781,1.0138294994831083,-1.6334591150283813,-0.970232617855072,0.1637909054756164,0.0070313823875039,75.94021759033203,80.03120422363281,-42.264627075195314,12.338897777285684,0.9877101067019124,5.309728779482566,0.9841449113969029,35.96655349731445,11.068772888183592,38.05659332275391
155.027,4.2745325565338135,9.726337242126466,-4.090836572647095,-0.9365025639533996,0.2269235879182815,0.2314601659774779,40.26232833862305,69.18368682861328,-80.06474304199219,3.277869319915772,2.3348441898822783,-2.217981028556824,-0.9734946489334106,0.1624368965625762,0.0112332505639641,76.30006713867188,80.09258270263672,-42.00103530883789,11.441448725734835,0.9911007961751654,5.124488612595595,0.9872079768783844,36.03773880004883,10.90889587402344,38.063707733154295
178.816,3.3853672981262206,9.67165756225586,-3.954257583618164,-0.9381332874298096,0.2284932106733321,0.2337332427501678,40.539337921142575,69.39848937988282,-79.8112564086914,2.5192279696464537,3.2514853477478027,-2.6264137506484984,-0.9786383748054504,0.1629556626081466,0.0181897105183451,76.71250610351562,80.16470184326172,-41.6663330078125,11.04604133889308,0.9935596555590218,5.315265741656842,0.9925200571796022,36.17316818237305,10.766212463378908,38.14492340087891
