Timestamp (ms),Wrist Gyroscope X (deg/s),Wrist Gyroscope Y (deg/s),Wrist Gyroscope Z (deg/s),Wrist Accelerometer X (g),Wrist Accelerometer Y (g),Wrist Accelerometer Z (g),Wrist Roll (deg),Wrist Pitch (deg),Wrist Yaw (deg),Arm Gyroscope X (deg/s),Arm Gyroscope Y (deg/s),Arm Gyroscope Z (deg/s),Arm Accelerometer X (g),Arm Accelerometer Y (g),Arm Accelerometer Z (g),Arm Roll (deg),Arm Pitch (deg),Arm Yaw (deg),Wrist Gyroscope Magnitude (deg/s),Wrist Accelerometer Magnitude (g),Arm Gyroscope Magnitude (deg/s),Arm Accelerometer Magnitude (g),Difference Roll (deg),Difference Pitch (deg),Difference Yaw (deg)
0.0,-28.14259529113769,-58.28091430664063,20.20145034790039,-0.8721498847007751,0.4505819678306579,0.1977221816778183,68.61688232421875,60.81689453125,-21.76042938232422,21.563915252685547,23.3784236907959,-8.759716987609863,-1.0028109550476074,0.3674792945384979,-0.1430522203445434,117.85993194580078,70.93307495117188,82.02644348144531,67.79947815652741,1.001380842759217,32.98917666439088,1.0775596416085331,49.24304962158203,10.116180419921877,103.78687286376952
22.457,-8.79297924041748,-55.13136672973633,19.143285751342773,-0.8298797011375427,0.4487953782081604,0.2006482183933258,66.88263702392578,60.03313064575195,-23.58016586303711,17.924644470214844,17.8502254486084,-8.481999397277832,-1.0357978343963623,0.3775554299354553,-0.0438095107674598,119.13368225097656,70.91510772705078,83.02099609375,59.019060232848965,0.9645606862222608,26.68084971894958,1.1033333719450458,52.25104522705078,10.881977081298828,106.60116195678712
38.783,3.882669925689697,-50.03692626953125,20.53540229797364,-0.800908088684082,0.5175480842590332,0.2485060393810272,65.65930938720703,59.2014274597168,-25.16020774841309,13.143423080444336,11.827802658081056,-7.93433141708374,-1.0398051738739014,0.3579987287521362,-0.0162482187151908,119.95868682861328,70.956787109375,83.64544677734375,54.22611791188802,0.985426322790613,19.380405079001527,1.0998281202144709,54.29937744140625,11.755359649658203,108.80565452575684
59.872,6.990663528442383,-44.23257446289063,18.272050857543945,-0.8047159314155579,0.5078281164169312,0.214396670460701,64.74742889404297,58.46588897705078,-26.45369338989257,10.104634284973145,6.359154224395752,-3.7596755027771,-1.0286803245544434,0.3635254800319671,-0.011821599677205,120.31169891357422,70.97554779052734,83.83644104003906,48.36587498147564,0.9754091748605872,12.517093766880846,1.0910883259282154,55.56427001953125,12.509658813476562,110.29013442993164
82.344,3.285461187362671,-37.06965637207031,11.862890243530272,-0.7903172969818115,0.5318686366081238,0.2090153992176056,63.94956970214844,57.89106750488281,-27.53260803222656,9.267743110656738,2.7185840606689453,-1.218166470527649,-1.0343036651611328,0.3431419730186462,-0.0074821515008807,120.4001235961914,70.9976577758789,83.76416015625,39.05997751774936,0.9752810434054976,9.73476713691532,1.0897644094041448,56.45055389404297,13.106590270996094,111.29676818847656
97.614,-2.669403076171875,-31.31656646728516,11.957694053649902,-0.8429518938064575,0.5408867597579956,0.3186007440090179,63.13630676269531,57.35515975952149,-28.4476261138916,6.69648551940918,-4.791625499725342,-0.0156974531710147,-0.9877683520317078,0.2644737064838409,-0.066321462392807,120.1671142578125,71.0876693725586,83.39022064208984,33.62795704713058,1.051015136064413,8.234247971206054,1.0247102981187692,57.03080749511719,13.73250961303711,111.83784675598145
119.833,-4.1461181640625,-33.38151550292969,15.874626159667969,-0.9070148468017578,0.4613758325576782,0.2518576085567474,62.35003280639648,56.7952995300293,-29.30702209472656,5.819681644439697,-8.54755687713623,1.9268450736999512,-0.8907331824302673,0.2294533997774124,-0.1876444369554519,119.88563537597656,71.14720916748047,82.95941162109375,37.19569368639223,1.0483204882930748,10.51865746892392,0.9387571036599902,57.53560256958008,14.351909637451172,112.26643371582033
142.257,0.3374113440513611,-39.53285217285156,18.45008850097656,-0.9120871424674988,0.4717677533626556,0.2061187624931335,61.60557174682617,56.13932037353516,-30.23551368713379,4.351337432861328,-12.94023323059082,4.410812377929688,-0.872352123260498,0.2018222212791443,-0.2639906704425812,119.43404388427734,71.19390869140625,82.36266326904297,43.62758316741253,1.0473551034959805,14.347091668697349,0.933499603663478,57.82847213745117,15.054588317871094,112.59817695617676
165.806,-1.0098297595977783,-49.23081970214844,20.73381423950196,-0.9884005784988404,0.5833319425582886,0.3582008183002472,60.589969635009766,55.29619598388672,-31.43739891052246,5.027054309844971,-4.366852760314941,4.9880876541137695,-0.8594752550125122,0.2548999786376953,-0.3047607839107513,119.32406616210938,71.13211059570312,82.1229248046875,53.42831101211221,1.2022976690556442,8.319957722820671,0.9468636905585808,58.73409652709961,15.835914611816406,113.56032371520996
187.915,0.8773955702781677,-67.28954315185547,21.82685661315918,-1.0516539812088013,0.5010001063346863,0.2910541296005249,59.2680549621582,54.30677795410156,-33.09800720214844,9.55578327178955,9.915461540222168,9.921480178833008,-0.8021495938301086,0.3106463849544525,-0.3852320313453674,119.73158264160156,70.8609619140625,82.35199737548828,70.74647772280662,1.2007038390449194,16.972481858349834,0.9425226073371166,60.46352767944336,16.554183959960938,115.45000457763672
202.927,6.598357200622559,-81.30725860595703,21.792346954345703,-0.9157873392105104,0.5389629006385803,0.291449099779129,57.851165771484375,53.11289596557617,-35.02101135253906,9.704305648803713,20.48843765258789,9.382563591003418,-0.9021942615509032,0.2970314919948578,-0.3379658758640289,120.76519775390624,70.47107696533203,83.2304458618164,84.43527109888119,1.101857539196916,24.535324026974003,1.008168203258073,62.91403198242188,17.35818099975586,118.25145721435548
219.703,-15.129176139831545,-85.35785675048828,28.32377815246582,-0.9941678047180176,0.641620397567749,0.5157951712608337,56.034427642822266,51.68746566772461,-36.89027404785156,12.088102340698242,23.009361267089844,3.4392199516296387,-0.9975726008415222,0.2284016758203506,-0.2389690428972244,122.14176940917967,70.19133758544922,84.41973876953125,91.19809257071675,1.2907714814051443,26.217954878181025,1.0509160874829535,66.10734176635742,18.50387191772461,121.3100128173828
