Timestamp (ms),Wrist Gyroscope X (deg/s),Wrist Gyroscope Y (deg/s),Wrist Gyroscope Z (deg/s),Wrist Accelerometer X (g),Wrist Accelerometer Y (g),Wrist Accelerometer Z (g),Wrist Roll (deg),Wrist Pitch (deg),Wrist Yaw (deg),Arm Gyroscope X (deg/s),Arm Gyroscope Y (deg/s),Arm Gyroscope Z (deg/s),Arm Accelerometer X (g),Arm Accelerometer Y (g),Arm Accelerometer Z (g),Arm Roll (deg),Arm Pitch (deg),Arm Yaw (deg),Wrist Gyroscope Magnitude (deg/s),Wrist Accelerometer Magnitude (g),Arm Gyroscope Magnitude (deg/s),Arm Accelerometer Magnitude (g),Difference Roll (deg),Difference Pitch (deg),Difference Yaw (deg)
0.0,2.15635085105896,-5.702484607696533,0.1434783786535263,-0.9870003461837769,0.1844116747379303,0.09419940412044525,63.03537368774414,76.77303314208984,-73.76932525634766,-4.0237884521484375,12.32066822052002,-1.9061405658721924,-1.017421007156372,0.22472137212753296,0.11975528299808502,66.7899169921875,76.74774169921875,-87.61196899414062,6.098259238423669,1.0084894034560752,13.100500401306762,1.048802425960161,3.7545433044433594,-0.02529144287109375,-13.842643737792969
6.801,-4.586562633514404,-4.766872406005859,-0.8653706908226013,-1.0004539489746094,0.21194173395633698,0.14716458320617676,62.4708137512207,76.73419189453125,-74.25035095214844,-4.370911598205566,6.669074535369873,-2.503817081451416,-1.0096282958984375,0.22114373743534088,0.1215873658657074,67.08049774169922,76.83966827392578,-87.21438598632812,6.671468785719188,1.033191568471964,8.357662552114359,1.0406907975108721,4.609683990478516,0.10547637939453125,-12.964035034179688
34.942,-6.506008625030518,-4.928826332092285,-3.768399953842163,-0.9822670221328735,0.18298909068107605,0.16078007221221924,61.6856689453125,76.75224304199219,-74.91606140136719,-1.502211332321167,1.5458080768585205,-1.3150217533111572,-0.998632550239563,0.20527327060699463,0.11452749371528625,67.06657409667969,76.87638854980469,-87.18939208984375,8.990123216787154,1.0120196350361175,2.5249641005599908,1.0259242822159784,5.3809051513671875,0.1241455078125,-12.273330688476562
56.832,-1.3229484558105469,-4.392649173736572,-3.22218918800354,-0.9737665057182312,0.17947538197040558,0.1432420313358307,61.104366302490234,76.76892852783203,-75.48084259033203,4.217142581939697,-3.190140724182129,-0.39404982328414917,-0.9976043105125427,0.18612127006053925,0.10674494504928589,66.8254165649414,76.869873046875,-87.5255126953125,5.606073719061052,1.0004753369940371,5.302505507750516,1.0204165672977528,5.721050262451172,0.10094451904296875,-12.044670104980469
66.913,0.20012526214122772,-3.7383716106414795,-1.6358532905578613,-0.9836984276771545,0.19423066079616547,0.1339566707611084,60.70981979370117,76.75989532470703,-75.88736724853516,12.118791580200195,-6.7015814781188965,-0.5667250156402588,-0.9851875901222229,0.18290448188781738,0.09735216945409775,66.48263549804688,76.84049224853516,-88.12881469726562,4.085521803641029,1.0115989995295671,13.859923553741192,1.006740325070424,5.772815704345703,0.080596923828125,-12.241447448730469
96.71000000000001,-2.060852527618408,-4.067266941070557,-2.854275703430176,-0.9737414121627808,0.20403464138507843,0.12170994281768799,60.2375373840332,76.76524353027344,-76.32939147949219,18.42041015625,-7.682214260101318,-0.7377411723136902,-0.9629348516464233,0.19356174767017365,0.07817467302083969,66.2437973022461,76.80221557617188,-88.7527084350586,5.379280927940876,1.0023052343605658,19.9717848050671,0.9853024704010269,6.006259918212891,0.0369720458984375,-12.423316955566406
106.687,-3.155214309692383,-5.731517791748047,-2.9713213443756104,-0.9838064908981323,0.20240451395511627,0.12954507768154144,59.60325241088867,76.75495910644531,-76.91468811035156,20.133119583129883,-8.315912246704102,0.06919221580028534,-0.970516562461853,0.20294612646102905,0.0849655270576477,66.01656341552734,76.7383041381836,-89.39215087890625,7.185709712252094,1.0127313197261258,21.783059661264726,0.995142537050091,6.413311004638672,-0.01665496826171875,-12.477462768554688
129.273,-1.0151686668395996,-7.772583961486816,-2.52640700340271,-0.9715653657913208,0.20055906474590302,0.1205122172832489,58.90813064575195,76.71652221679688,-77.6076889038086,21.07939910888672,-10.543181419372559,0.9112496376037598,-0.976926326751709,0.2184722125530243,0.10384653508663177,65.64772033691406,76.62928009033203,-90.18993377685547,8.235676123266215,0.9993429806485356,23.586651248864683,1.0064289634186308,6.739589691162109,-0.08724212646484375,-12.582244873046875
151.714,-1.0167568922042847,-6.55375337600708,-2.340068817138672,-0.964387059211731,0.209095761179924,0.12348378449678421,58.32328796386719,76.68022155761719,-78.18771362304688,22.564437866210938,-12.860474586486816,0.8869079351425171,-0.9784349799156189,0.2164965718984604,0.11305869370698929,65.1248779296875,76.50009155273438,-91.18888854980469,7.032879919372568,0.9944906647888208,25.98715583693579,1.008458250890434,6.8015899658203125,-0.1801300048828125,-13.001174926757812
166.66,-2.476759433746338,-6.3311028480529785,-3.1563146114349365,-0.9687982797622681,0.21084684133529663,0.13982224464416504,57.66620635986328,76.65408325195312,-78.81094360351562,25.123777389526367,-14.859539031982422,0.7599728107452393,-0.9722989797592163,0.20687848329544067,0.11189466714859009,64.51262664794922,76.35939025878906,-92.32643127441406,7.4953000267923695,1.0012875498420692,29.19910356902344,1.0003421561784391,6.8464202880859375,-0.2946929931640625,-13.515487670898438
189.072,-2.299835681915283,-7.259766578674316,-3.2082290649414062,-0.9732369184494019,0.19558656215667725,0.14200308918952942,56.9295768737793,76.6243667602539,-79.5186767578125,27.1649112701416,-15.767005920410156,1.5131173133850098,-0.9771334528923035,0.21543359756469727,0.11055160313844681,63.937965393066406,76.19258880615234,-93.4688720703125,8.263545768844155,1.0028006183028233,31.445514847319334,1.0066891658686825,7.008388519287109,-0.4317779541015625,-13.9501953125
211.855,-2.8034491539001465,-7.3438720703125,-1.8939263820648193,-0.9826710820198059,0.20038197934627533,0.13351216912269592,56.272010803222656,76.5717544555664,-80.1363754272461,27.82346534729004,-16.16876983642578,2.0045886039733887,-0.9762223958969116,0.2266513556241989,0.10441701114177704,63.4163703918457,76.00825500488281,-94.57193756103516,8.085712169271213,1.0117415146115902,32.242715726600046,1.0076129790116717,7.144359588623047,-0.5634994506835938,-14.435562133789062
226.68,-1.4024314880371094,-7.4520182609558105,-0.6457404494285583,-0.9821760058403015,0.2018691599369049,0.1199040338397026,55.733524322509766,76.49978637695312,-80.66243743896484,26.57221031188965,-14.996573448181152,2.6897361278533936,-0.9605453014373779,0.23062676191329956,0.10175371170043945,63.01264572143555,75.81846618652344,-95.52185821533203,7.610280610351043,1.009850405512159,30.63028332359115,0.9930708923681396,7.279121398925781,-0.6813201904296875,-14.859420776367188
249.166,1.898697853088379,-8.590967178344727,-0.7565694451332092,-0.9733530282974243,0.19916003942489624,0.1071014329791069,55.211952209472656,76.42036437988281,-81.2406997680664,24.024919509887695,-14.159050941467285,3.303760051727295,-0.9698455929756165,0.23493802547454834,0.10397995263338089,62.65968704223633,75.62449645996094,-96.38411712646484,8.830751266003812,0.9992755155339647,28.081850215023888,1.0032986497438061,7.447734832763672,-0.795867919921875,-15.143417358398438
271.797,4.530428886413574,-9.168102264404297,-0.4172194302082062,-0.9829677939414978,0.19478075206279755,0.12392320483922958,54.6920051574707,76.32622528076172,-81.8694839477539,20.903518676757812,-13.622976303100586,3.10085391998291,-0.9795249700546265,0.23863033950328827,0.10685038566589355,62.29094696044922,75.43858337402344,-97.19229125976562,10.234889206941567,1.0097139129466275,25.14274987859276,1.013819811805294,7.598941802978516,-0.8876419067382812,-15.322807312011719
