Timestamp (ms),Wrist Gyroscope X (deg/s),Wrist Gyroscope Y (deg/s),Wrist Gyroscope Z (deg/s),Wrist Accelerometer X (g),Wrist Accelerometer Y (g),Wrist Accelerometer Z (g),Wrist Roll (deg),Wrist Pitch (deg),Wrist Yaw (deg),Arm Gyroscope X (deg/s),Arm Gyroscope Y (deg/s),Arm Gyroscope Z (deg/s),Arm Accelerometer X (g),Arm Accelerometer Y (g),Arm Accelerometer Z (g),Arm Roll (deg),Arm Pitch (deg),Arm Yaw (deg),Wrist Gyroscope Magnitude (deg/s),Wrist Accelerometer Magnitude (g),Arm Gyroscope Magnitude (deg/s),Arm Accelerometer Magnitude (g),Difference Roll (deg),Difference Pitch (deg),Difference Yaw (deg)
0.0,-0.52441,0.373516,0.387608,-0.958132,-0.2441,-0.090199,-111.306847,74.674973,89.354813,-0.549892,0.238379,0.460907,-0.971469,-0.211835,0.071563,-71.356285,76.822784,-163.621323,0.7515051643335527,0.9928431895445524,0.7560694557737405,0.9968687717824248,39.950562000000005,2.1478110000000044,-252.976136
19.983,-0.8520035,0.3076415,0.3710955,-0.960341,-0.246446,-0.092837,-111.33033,74.67692199999999,89.33970299999999,-0.5424825,0.203937,0.3736975,-0.97217,-0.2162224999999999,0.0698675,-71.372524,76.825523,-163.632027,0.9789101729243342,0.99579575002407,0.6895849362344714,0.998372749008355,39.957806000000005,2.1486009999999998,-252.97173
39.967,-0.4604176666666666,0.2290613333333333,0.425409,-0.960439,-0.247906,-0.0943063333333333,-111.342092,74.67981733333333,89.32565066666666,-0.3845846666666667,0.1881493333333333,0.442736,-0.973016,-0.2175196666666666,0.0697143333333333,-71.38143133333334,76.83015666666667,-163.638494,0.6674026816609461,0.9963905569924766,0.6158901713494777,0.9994673731117434,39.96066066666667,2.15033933333333,-252.96414466666667
59.95,-0.3505005,0.17230175,0.41532325,-0.9607445,-0.24752625,-0.09382925,-111.3488885,74.68321424999999,89.31475075,-0.25803875,0.174717,0.4524535,-0.97344975,-0.21673675,0.06967625,-71.38654700000001,76.83549675,-163.64291775,0.5701156861057894,0.996545617056678,0.5493852894397634,0.999716967141044,39.9623415,2.1522824999999983,-252.9576685
79.933,-0.6185548,0.0989532,0.3419788,-0.9615976,-0.2474268,-0.0938232,-111.3563814,74.68581400000001,89.30930939999999,-0.263224,0.1371553999999999,0.3599798,-0.973665,-0.2163072,0.070365,-71.3903686,76.8388624,-163.6451936,0.7136885007079208,0.9973428490455224,0.4665661092848472,0.999881778122714,39.9660128,2.153048399999997,-252.954503
99.917,-0.766369,-0.0463253999999999,0.2842734,-0.962205,-0.249488,-0.0957885999999999,-111.373427,74.6899064,89.2982376,-0.3531906,0.054142,0.3118456,-0.974446,-0.2173452,0.0707568,-71.4001998,76.84537499999999,-163.6476318,0.8187055959218308,0.9986281490419544,0.4742600914389909,1.0008948334491892,39.97322720000001,2.1554685999999945,-252.9458694
119.9,-0.4223326,-0.1625735999999999,0.1640086,-0.9637558,-0.2496858,-0.0950752,-111.3708666,74.6928422,89.2997848,-0.3516762,0.0434371999999999,0.301236,-0.9763232,-0.2167975999999999,0.070917,-71.4085082,76.852063,-163.648593,0.481345843768989,1.0001037618219022,0.4650871613862073,1.002615285696862,39.9623584,2.159220799999994,-252.9483778
139.883,-0.3694469999999999,-0.2844031999999999,0.0260704,-0.9653086,-0.2494597999999999,-0.0939667999999999,-111.3534106,74.6946336,89.315303,-0.2970506,-0.0650062,0.1419132,-0.9771448,-0.216687,0.0723767999999999,-71.40769800000001,76.85486919999998,-163.6415222,0.4669645936635881,1.0014392865033006,0.3355655246491212,1.0034956987024308,39.94571259999999,2.160235599999996,-252.9568252
159.867,-0.5223608000000001,-0.3703742,-0.1105373999999999,-0.9664522,-0.2502766,-0.094352,-111.3299136,74.6941606,89.34026939999998,-0.2318072,-0.1045724,0.0128002,-0.977066,-0.2184812,0.0734892,-71.4047118,76.853795,-163.6336304,0.6498125654379423,1.002781397562001,0.254624841548581,1.003888771540991,39.9252018,2.159634399999996,-252.97389980000003
179.85,-0.3184498,-0.3545004,-0.1619852,-0.9661004,-0.2507292,-0.0952712,-111.303795,74.69214339999999,89.3637818,-0.0426354,-0.112886,0.0137078,-0.9771378,-0.2198904,0.0738268,-71.3976318,76.85191979999999,-163.62539679999998,0.5033090638357708,1.002642367029361,0.1214451732676107,1.0042910258482052,39.9061632,2.1597763999999984,-252.9891786
199.833,0.0835254,-0.2343313999999999,-0.1802139999999999,-0.9663978,-0.2492904,-0.0939098,-111.275966,74.690004,89.38199,0.2120968,-0.1606858,-0.0219547999999999,-0.976641,-0.2185938,0.0743901999999999,-71.38026119999999,76.8495806,-163.6119722,0.3071885142174426,1.002441749885269,0.2669962399265577,1.0035660387515513,39.8957048,2.1595766,-252.9939622
